Bin,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,Plasmid ID
MAG_742,Bacteria,Bacteria,Spirochaetota,GWE2-31-10,GWE2-31-10,GWE2-31-10,RGIG8597,RGIG8597 sp017624275,
MAG_743,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,,
MAG_744,Bacteria,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Anaeroplasmataceae,Pelethenecus,,
MAG_745,,,,,,,,,
MAG_746,,,,,,,,,
MAG_747,Bacteria,Bacteria,Firmicutes_A,Clostridia,UMGS1883,UMGS1540,SIG447,,
MAG_748,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,RGIG4709,,
MAG_749,,,,,,,,,
MAG_75,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485,CAG-485 sp000437495,
MAG_750,,,,,,,,,
MAG_751,,,,,,,,,
MAG_752,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp004555655,
MAG_753,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_754,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,RGIG4709,,
MAG_755,,,,,,,,,
MAG_756,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Ventricola,,
MAG_757,,,,,,,,,
MAG_758,Bacteria,Bacteria,Firmicutes_A,Clostridia,HGM11327,HGM11327,SIG351,SIG351 sp017935525,
MAG_759,,,,,,,,,
MAG_76,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,CAG-272,CAG-272 sp900556615,
MAG_760,,,,,,,,,
MAG_761,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_762,,,,,,,,,
MAG_763,Bacteria,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,,,
MAG_764,,,,,,,,,
MAG_765,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_766,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,CAG-448,,
MAG_767,Bacteria,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,Victivallis vadensis,
MAG_768,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-488,CAG-488 sp017935265,
MAG_769,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,UBA644,UBA644,,
MAG_77,Bacteria,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp017471985,
MAG_770,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,RGIG5675,,
MAG_771,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella,,
MAG_772,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_773,,,,,,,,,
MAG_774,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_775,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,SIG598,SIG598 sp017936365,
MAG_776,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-314,Fimimonas,Fimimonas sp017409765,
MAG_777,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,UMGS1668 sp017847875,
MAG_778,,,,,,,,,
MAG_779,Bacteria,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UBA6448,UBA6448 sp000437315,
MAG_78,,,,,,,,,
MAG_780,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,,
MAG_781,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG3013,,
MAG_782,,,,,,,,,
MAG_783,,,,,,,,,
MAG_784,,,,,,,,,
MAG_785,,,,,,,,,
MAG_786,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,,,
MAG_787,,,,,,,,,
MAG_788,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1081,,
MAG_789,,,,,,,,,
MAG_79,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,RGIG577,,,
MAG_790,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,Ruminococcus_E,,
MAG_791,Bacteria,Bacteria,Firmicutes_A,Clostridia,Monoglobales,Firm-18,UBA1775,,
MAG_792,,,,,,,,,
MAG_793,,,,,,,,,
MAG_794,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,,
MAG_795,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,UMGS1668 sp015067125,
MAG_796,,,,,,,,,
MAG_797,,,,,,,,,
MAG_798,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,VSOB01,,
MAG_799,,,,,,,,,
MAG_8,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,,,
MAG_80,Bacteria,Bacteria,Firmicutes_A,Clostridia,HGM11514,HGM11514,,,
MAG_800,,,,,,,,,
MAG_801,,,,,,,,,
MAG_802,Bacteria,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,
MAG_803,,,,,,,,,
MAG_804,,,,,,,,,
MAG_805,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,,
MAG_806,,,,,,,,,
MAG_807,,,,,,,,,
MAG_808,,,,,,,,,
MAG_809,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,UBA644,HGM12619,HGM12619 sp015067385,
MAG_81,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,NSJ-40,,
MAG_810,,,,,,,,,
MAG_811,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG3009,,
MAG_812,,,,,,,,,
MAG_813,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp900546925,
MAG_814,,,,,,,,,
MAG_815,,,,,,,,,
MAG_816,,,,,,,,,
MAG_817,,,,,,,,,
MAG_818,,,,,,,,,
MAG_819,,,,,,,,,
MAG_82,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_820,,,,,,,,,
MAG_821,,,,,,,,,
MAG_822,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii,
MAG_823,,,,,,,,,
MAG_825,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_826,,,,,,,,,
MAG_827,,,,,,,,,
MAG_828,,,,,,,,,
MAG_829,,,,,,,,,
MAG_83,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Fimivivens,Fimivivens sp900113995,
MAG_830,,,,,,,,,
MAG_831,Bacteria,Bacteria,Firmicutes_A,Clostridia,UBA1381,UBA1381,RGIG9115,,
MAG_832,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_833,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,SFDP01,,
MAG_834,,,,,,,,,
MAG_835,,,,,,,,,
MAG_836,,,,,,,,,
MAG_837,,,,,,,,,
MAG_838,,,,,,,,,
MAG_839,,,,,,,,,
MAG_84,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA738,UBA738 sp004557735,
MAG_840,,,,,,,,,
MAG_841,,,,,,,,,
MAG_842,,,,,,,,,
MAG_843,,,,,,,,,
MAG_844,,,,,,,,,
MAG_845,Bacteria,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,,
MAG_846,,,,,,,,,
MAG_847,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_848,,,,,,,,,
MAG_849,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,SIG598,SIG598 sp017936365,
MAG_85,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium_B,,
MAG_850,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,,
MAG_851,,,,,,,,,
MAG_852,,,,,,,,,
MAG_853,,,,,,,,,
MAG_854,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_855,,,,,,,,,
MAG_856,,,,,,,,,
MAG_857,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,,
MAG_858,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_859,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_86,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_860,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp015067525,
MAG_861,,,,,,,,,
MAG_862,,,,,,,,,
MAG_863,,,,,,,,,
MAG_864,,,,,,,,,
MAG_865,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Instestinimonas_A,Instestinimonas_A gabonensis,
MAG_866,,,,,,,,,
MAG_867,,,,,,,,,
MAG_868,,,,,,,,,
MAG_869,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_87,,,,,,,,,
MAG_870,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS172,,
MAG_871,,,,,,,,,
MAG_872,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,RUG11130,,
MAG_873,,,,,,,,,
MAG_874,Bacteria,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,HGM13634,,
MAG_875,,,,,,,,,
MAG_876,,,,,,,,,
MAG_877,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_878,Bacteria,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,RUG369 sp017435375,
MAG_879,,,,,,,,,
MAG_88,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA6857,,
MAG_880,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,UBA11512,UBA11512 sp003522145,
MAG_881,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA738,,
MAG_882,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_883,,,,,,,,,
MAG_884,,,,,,,,,
MAG_885,Bacteria,Bacteria,Firmicutes_B,Dehalobacteriia,UBA4068,UBA4068,,,
MAG_886,,,,,,,,,
MAG_887,,,,,,,,,
MAG_888,,,,,,,,,
MAG_889,Bacteria,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,RUG369 sp017937485,
MAG_89,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA738,,
MAG_890,,,,,,,,,
MAG_891,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,HGM04593,HGM04593 sp017442185,
MAG_892,Bacteria,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp900556755,
MAG_893,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,CAJFUH01,,
MAG_894,Bacteria,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,RGIG8482,,
MAG_895,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_896,,,,,,,,,
MAG_897,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Pseudolachnospira,,
MAG_898,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-138,,,
MAG_899,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_AP,Clostridium_AP scindens,
MAG_9,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_90,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA1750,UBA1428,,
MAG_900,Bacteria,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,Scatovivens,,
MAG_901,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,UBA1740,UBA1740 sp017504785,
MAG_902,,,,,,,,,
MAG_903,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,,
MAG_904,,,,,,,,,
MAG_905,,,,,,,,,
MAG_906,Bacteria,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella,,
MAG_907,,,,,,,,,
MAG_908,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_909,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,Limivicinus sp002320035,
MAG_91,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UBA3818,UBA3818 sp900557155,
MAG_910,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,Avispirillum,,
MAG_911,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_912,Bacteria,Bacteria,Firmicutes_A,Clostridia,Monoglobales,Monoglobaceae,UMGS1326,,
MAG_913,Bacteria,Bacteria,Firmicutes_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,,
MAG_914,,,,,,,,,
MAG_915,,,,,,,,,
MAG_916,,,,,,,,,
MAG_917,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp002404795,
MAG_918,,,,,,,,,
MAG_919,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,UBA644,HGM12619,HGM12619 sp017621705,
MAG_92,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_920,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,,
MAG_921,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_922,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,,
MAG_923,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,Negativibacillus sp017439985,
MAG_924,Bacteria,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-269,,
MAG_925,Bacteria,Bacteria,Firmicutes_A,Tb-RUG-66,Tb-RUG-66,Tb-RUG-66,,,
MAG_926,,,,,,,,,
MAG_927,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,,
MAG_928,,,,,,,,,
MAG_929,,,,,,,,,
MAG_93,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,NSJ-62,,
MAG_930,,,,,,,,,
MAG_931,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_932,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,1XD8-76,,
MAG_933,,,,,,,,,
MAG_934,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Copromonas,,
MAG_935,,,,,,,,,
MAG_936,,,,,,,,,
MAG_937,,,,,,,,,
MAG_938,,,,,,,,,
MAG_939,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_94,Bacteria,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,,,
MAG_940,,,,,,,,,
MAG_941,,,,,,,,,
MAG_942,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,NSJ-51,NSJ-51 sp900549795,
MAG_943,,,,,,,,,
MAG_944,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_945,Bacteria,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp900556755,
MAG_946,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_947,,,,,,,,,
MAG_948,,,,,,,,,
MAG_949,,,,,,,,,
MAG_95,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,Odoribacter splanchnicus,
MAG_950,,,,,,,,,
MAG_951,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA1242,Caccovivens,,
MAG_952,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_953,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1417,,
MAG_954,,,,,,,,,
MAG_955,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_956,,,,,,,,,
MAG_957,,,,,,,,,
MAG_958,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-138,UBA1685,UBA1685 sp017435905,
MAG_959,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_96,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,HGM12789,,
MAG_960,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG1959,,
MAG_961,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_962,Bacteria,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp017506845,
MAG_963,,,,,,,,,
MAG_964,,,,,,,,,
MAG_965,,,,,,,,,
MAG_966,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-917,RGIG4097,RGIG4097 sp017461985,
MAG_967,Bacteria,Bacteria,Firmicutes_A,Clostridia,Monoglobales,Monoglobaceae,UMGS1820,,
MAG_968,,,,,,,,,
MAG_969,,,,,,,,,
MAG_97,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_970,,,,,,,,,
MAG_971,,,,,,,,,
MAG_972,,,,,,,,,
MAG_973,,,,,,,,,
MAG_974,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-303,,
MAG_975,,,,,,,,,
MAG_976,,,,,,,,,
MAG_977,,,,,,,,,
MAG_978,,,,,,,,,
MAG_979,,,,,,,,,
MAG_98,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Schneewindia,,
MAG_980,,,,,,,,,
MAG_981,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_982,,,,,,,,,
MAG_983,,,,,,,,,
MAG_984,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,,
MAG_985,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Christensenellaceae,QANA01,QANA01 sp003149735,
MAG_986,Bacteria,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,RUG369 sp017937485,
MAG_987,,,,,,,,,
MAG_988,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,,,
MAG_989,,,,,,,,,
MAG_99,,,,,,,,,
MAG_990,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_991,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-138,RGIG3096,,
MAG_992,,,,,,,,,
MAG_993,,,,,,,,,
MAG_994,Bacteria,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,RUG369 sp017937485,
MAG_995,,,,,,,,,
MAG_996,,,,,,,,,
MAG_997,,,,,,,,,
MAG_998,,,,,,,,,
MAG_999,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Copromonas,Copromonas sp017435025,
contig_10257,,,,,Caudovirales,Myoviridae,,,
contig_1066,,,,,Caudovirales,Siphoviridae,,,
contig_10735,,,,,Caudovirales,Myoviridae,,,
contig_10771,,,,,,Phycodnaviridae,,,
contig_11008,,,,,Caudovirales,Myoviridae,,,
contig_11022,,,,,Caudovirales,Myoviridae,,,
contig_11187,,,,,,,,,NC_015179.1
contig_11267,,,,,Caudovirales,Myoviridae,,,
contig_11406,,,,,,,,,NC_014628.2
contig_11561,,,,,Caudovirales,Siphoviridae,,,
contig_11629,,,,,Caudovirales,Siphoviridae,,,
contig_56100,,,,,,,,,NZ_CP071473.1
contig_11719,,,,,Caudovirales,Myoviridae,,,
contig_11777,,,,,Caudovirales,Myoviridae,,,
contig_11778,,,,,Caudovirales,Podoviridae,,,
contig_11780,,,,,Caudovirales,Podoviridae,,,
contig_12067,,,,,,,,,NZ_CP041042.1
contig_12088,,,,,,,,,NZ_LR134433.1
contig_12122,,,,,Caudovirales,Podoviridae,,,
contig_12132,,,,,Caudovirales,Myoviridae,,,
contig_12278,,,,,Caudovirales,Siphoviridae,,,
contig_12401,,,,,,,,,NZ_CP049244.1
contig_12404,,,,,Caudovirales,Myoviridae,,,
contig_12792,,,,,Caudovirales,Siphoviridae,,,
contig_12826,,,,,Caudovirales,Siphoviridae,,,
contig_12845,,,,,Caudovirales,Siphoviridae,,,
contig_13056,,,,,Caudovirales,Podoviridae,,,
contig_8855,,,,,,,,,NZ_CP082843.1
contig_13209,,,,,Caudovirales,Podoviridae,,,
contig_1398,,,,,Caudovirales,Siphoviridae,,,
contig_14113,,,,,Caudovirales,Siphoviridae,,,
contig_14125,,,,,Caudovirales,Siphoviridae,,,
contig_14129,,,,,,,,,NZ_CP043029.1
contig_14550,,,,,Caudovirales,Myoviridae,,,
contig_14631,,,,,Herpesvirales,Herpesviridae,,,
contig_14826,,,,,Caudovirales,Myoviridae,,,
contig_14983,,,,,Caudovirales,Myoviridae,,,
contig_15082,,,,,Caudovirales,Myoviridae,,,
contig_15134,,,,,Caudovirales,Siphoviridae,,,
contig_1520,,,,,Caudovirales,Siphoviridae,,,
contig_15240,,,,,Caudovirales,Myoviridae,,,
contig_1527,,,,,Caudovirales,Siphoviridae,,,
contig_15691,,,,,Caudovirales,Myoviridae,,,
contig_15738,,,,,Caudovirales,Siphoviridae,,,
contig_21883,,,,,,,,,NZ_CP069428.1
contig_21883,,,,,,,,,NZ_CP069428.1
contig_16427,,,,,Caudovirales,Siphoviridae,,,
contig_16443,,,,,,,,,NZ_CP046333.1
contig_16484,,,,,Caudovirales,Siphoviridae,,,
contig_16810,,,,,Caudovirales,Siphoviridae,,,
contig_1681,,,,,Caudovirales,Siphoviridae,,,
contig_16984,,,,,Caudovirales,Siphoviridae,,,
contig_17098,,,,,Caudovirales,Myoviridae,,,
contig_17164,,,,,Caudovirales,Myoviridae,,,
contig_17278,,,,,Caudovirales,Podoviridae,,,
contig_17826,,,,,Caudovirales,Siphoviridae,,,
contig_18017,,,,,Caudovirales,Myoviridae,,,
contig_18623,,,,,Caudovirales,Siphoviridae,,,
contig_18698,,,,,Caudovirales,Siphoviridae,,,
contig_19190,,,,,Caudovirales,Siphoviridae,,,
contig_19196,,,,,Caudovirales,Siphoviridae,,,
contig_19275,,,,,Caudovirales,Siphoviridae,,,
contig_19279,,,,,Caudovirales,Podoviridae,,,
contig_19521,,,,,Caudovirales,Podoviridae,,,
contig_33671,,,,,,,,,NZ_CP069569.1
contig_19634,,,,,,,,,NZ_CP080527.1
contig_21883,,,,,,,,,NZ_CP069428.1
contig_19727,,,,,Caudovirales,Siphoviridae,,,
contig_19821,,,,,Caudovirales,Myoviridae,,,
contig_21155,,,,,Caudovirales,Siphoviridae,,,
contig_2171,,,,,Caudovirales,Siphoviridae,,,
contig_2179,,,,,Caudovirales,Siphoviridae,,,
contig_2180,,,,,Caudovirales,Myoviridae,,,
contig_2182,,,,,Caudovirales,Myoviridae,,,
contig_2183,,,,,Caudovirales,Myoviridae,,,
contig_21859,,,,,Caudovirales,Myoviridae,,,
contig_2185,,,,,Caudovirales,Myoviridae,,,
contig_21883,,,,,,,,,NZ_CP086563.1
contig_21883,,,,,,,,,NZ_CP086563.1
contig_2194,,,,,Caudovirales,Podoviridae,,,
contig_22002,,,,,Caudovirales,Siphoviridae,,,
contig_22004,,,,,Herpesvirales,Herpesviridae,,,
contig_22235,,,,,Caudovirales,Siphoviridae,,,
contig_22258,,,,,Caudovirales,Siphoviridae,,,
contig_22268,,,,,Caudovirales,Myoviridae,,,
contig_22269,,,,,Caudovirales,Siphoviridae,,,
contig_22279,,,,,Caudovirales,Myoviridae,,,
contig_22447,,,,,,Phycodnaviridae,,,
contig_22811,,,,,Caudovirales,Myoviridae,,,
contig_22895,,,,,Caudovirales,Siphoviridae,,,
contig_23075,,,,,,,,,NZ_CP011248.1
contig_2313,,,,,Caudovirales,Siphoviridae,,,
contig_23189,,,,,Caudovirales,Siphoviridae,,,
contig_23277,,,,,Herpesvirales,Herpesviridae,,,
contig_23343,,,,,Caudovirales,Myoviridae,,,
contig_23673,,,,,Caudovirales,Siphoviridae,,,
contig_23922,,,,,Caudovirales,Siphoviridae,,,
contig_24116,,,,,Caudovirales,Siphoviridae,,,
contig_24211,,,,,Caudovirales,Siphoviridae,,,
contig_24212,,,,,Caudovirales,Siphoviridae,,,
contig_24213,,,,,Caudovirales,Siphoviridae,,,
contig_24277,,,,,Caudovirales,Siphoviridae,,,
contig_24425,,,,,,,,,NC_011368.1
contig_24531,,,,,Caudovirales,Siphoviridae,,,
contig_24735,,,,,Caudovirales,Siphoviridae,,,
contig_24784,,,,,,,,,NZ_CP054609.1
contig_25083,,,,,Caudovirales,Podoviridae,,,
