Bin,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,Plasmid ID
MAG_1870,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-917,RGIG4097,RGIG4097 sp017461985,
MAG_1871,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1872,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1873,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_1874,,,,,,,,,
MAG_1875,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,JAAYXM01,RGIG7332,,
MAG_1876,,,,,,,,,
MAG_1877,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1878,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1879,,,,,,,,,
MAG_188,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,SIG640,SIG640 sp015064885,
MAG_1880,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp900546445,
MAG_1881,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp900546445,
MAG_1882,,,,,,,,,
MAG_1883,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Tidjanibacter,,
MAG_1884,,,,,,,,,
MAG_1885,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1886,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,SIG471,,
MAG_1887,,,,,,,,,
MAG_1888,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Paralachnospira,,
MAG_1889,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Paralachnospira,,
MAG_189,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA1242,UMGS687,UMGS687 sp900545735,
MAG_1890,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Paralachnospira,,
MAG_1891,,,,,,,,,
MAG_1892,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1893,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1894,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1895,,,,,,,,,
MAG_1896,,,,,,,,,
MAG_1897,,,,,,,,,
MAG_1898,,,,,,,,,
MAG_1899,Bacteria,Bacteria,Firmicutes_A,Clostridia,UBA1381,UBA1381,RGIG9115,,
MAG_19,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,RUG11130,RUG11130 sp017481265,
MAG_190,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Faecaligallichristensenella,,
MAG_1900,Bacteria,Bacteria,Firmicutes_A,Clostridia,UBA1381,UBA1381,RGIG9115,,
MAG_1901,,,,,,,,,
MAG_191,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA941,,,
MAG_192,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_193,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,UBA11524,,
MAG_194,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,,
MAG_195,,,,,,,,,
MAG_196,,,,,,,,,
MAG_197,,,,,,,,,
MAG_198,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-138,CAG-1024,,
MAG_199,Bacteria,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Copromorpha,,
MAG_2,Bacteria,Bacteria,Firmicutes_A,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,
MAG_20,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_200,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Aphodomonas,,
MAG_201,,,,,,,,,
MAG_202,Bacteria,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella,,
MAG_203,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_204,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Ruminococcus_G,,
MAG_205,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,SIG701,,
MAG_206,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,,,
MAG_207,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Choladousia,,
MAG_208,,,,,,,,,
MAG_209,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus_A,,
MAG_21,,,,,,,,,
MAG_210,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,RUG11142,,
MAG_211,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,RGIG8767,RGIG8767 sp017621115,
MAG_212,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_213,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_214,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA2882,UBA2882 sp017626095,
MAG_215,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,SFJ001,,
MAG_216,,,,,,,,,
MAG_217,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_218,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Christensenellaceae,,,
MAG_219,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Borkfalkiaceae,UBA1259,,
MAG_22,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira_A,,
MAG_220,,,,,,,,,
MAG_221,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,SZUA-448,,
MAG_222,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,,
MAG_223,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_224,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,,
MAG_225,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp000434935,
MAG_226,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp015057005,
MAG_227,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,RGIG2066,,
MAG_228,Bacteria,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RGIG3701,RGIG3701 sp017939795,
MAG_229,Bacteria,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Fimisoma,,
MAG_23,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_230,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_231,,,,,,,,,
MAG_232,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,,
MAG_233,Bacteria,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,RGIG1899,,
MAG_234,,,,,,,,,
MAG_235,,,,,,,,,
MAG_236,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,UBA4644,,
MAG_237,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Borkfalkiaceae,Gallimonas,,
MAG_238,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,RGIG4131,RGIG4131 sp017536405,
MAG_239,,,,,,,,,
MAG_24,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,,
MAG_240,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA3766,,
MAG_241,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Firm-04,Firm-04 sp017533485,
MAG_242,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,,,
MAG_243,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,JAAYXM01,SIG480,,
MAG_244,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_245,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,UBA737 sp015066445,
MAG_246,Bacteria,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Copromorpha,,
MAG_247,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,,,,
MAG_248,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,RGIG8002,RGIG8002,,
MAG_249,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_25,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,RUG11130,,
MAG_250,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,,
MAG_251,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_252,Bacteria,Bacteria,Firmicutes_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus fermentans,
MAG_253,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp003516765,
MAG_254,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-382,SIG685,SIG685 sp015063985,
MAG_255,Bacteria,Bacteria,Firmicutes_A,Clostridia,Eubacteriales,Anaerofustaceae,RUG14186,,
MAG_256,,,,,,,,,
MAG_257,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,QAMX01,RUG11797,RUG11797 sp015068345,
MAG_258,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_259,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp017398695,
MAG_26,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Faecivicinus,,
MAG_260,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_261,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_262,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_263,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,RUG11130,,
MAG_264,Bacteria,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UMGS1613,,
MAG_265,,,,,,,,,
MAG_266,,,,,,,,,
MAG_267,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873,CAG-873 sp900550395,
MAG_268,,,,,,,,,
MAG_269,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium lactatiformans,
MAG_27,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UBA3818,UBA3818 sp002369315,
MAG_270,Bacteria,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,,,
MAG_271,Bacteria,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,RGIG7179,,
MAG_272,Bacteria,Bacteria,Firmicutes_B,Dehalobacteriia,UBA4068,UBA4068,RGIG3155,,
MAG_273,,,,,,,,,
MAG_274,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,RUG806,RUG806 sp017625435,
MAG_275,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,,
MAG_276,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,RGIG2066,,
MAG_277,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_278,,,,,,,,,
MAG_279,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,,,
MAG_28,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,,,
MAG_280,,,,,,,,,
MAG_281,,,,,,,,,
MAG_282,,,,,,,,,
MAG_283,,,,,,,,,
MAG_284,,,,,,,,,
MAG_285,Bacteria,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Anaeroplasmataceae,,,
MAG_286,,,,,,,,,
MAG_287,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,UMGS1696,,
MAG_288,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,RUG806,,
MAG_289,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,RGIG6097,,
MAG_29,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,RUG420,,
MAG_290,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_291,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,UBA4644,,
MAG_292,,,,,,,,,
MAG_293,,,,,,,,,
MAG_294,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,,,
MAG_295,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG4076,,
MAG_296,Bacteria,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-269,,
MAG_297,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,UBA1224,,
MAG_298,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_299,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA1242,UBA11490,,
MAG_3,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,,
MAG_30,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Bariatricus,,
MAG_300,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,DSM-108975,DSM-108975 sp014982715,
MAG_301,,,,,,,,,
MAG_302,Bacteria,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp015062005,
MAG_303,Bacteria,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,Scatovivens,,
MAG_304,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,,,
MAG_305,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA1750,SIG373,,
MAG_306,,,,,,,,,
MAG_307,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes_A,Alistipes_A indistinctus,
MAG_308,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,QALR01,,
MAG_309,,,,,,,,,
MAG_31,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Christensenellaceae,NSJ-63,NSJ-63 sp014384805,
MAG_310,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,,
MAG_311,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_312,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,CAG-448,,
MAG_313,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1491,,
MAG_314,,,,,,,,,
MAG_315,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas virosa,
MAG_316,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_317,,,,,,,,,
MAG_318,,,,,,,,,
MAG_319,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_32,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_320,,,,,,,,,
MAG_321,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_322,,,,,,,,,
MAG_323,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_324,,,,,,,,,
MAG_325,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-138,UBA1685,UBA1685 sp002320595,
MAG_326,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,UBA11524,,
MAG_327,,,,,,,,,
MAG_328,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,SIG471,SIG471 sp015068285,
MAG_329,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,SIG274,,
MAG_33,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-138,,,
MAG_330,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_331,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp015060395,
MAG_332,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,,,,
MAG_333,,,,,,,,,
MAG_334,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,UBA4644,,
MAG_335,,,,,,,,,
MAG_336,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_337,Bacteria,Bacteria,Firmicutes_A,Clostridia,UBA1381,UBA1381,,,
MAG_338,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Heteroscilispira,,
MAG_339,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,SIG603,SIG603 sp017935165,
MAG_34,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_340,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_341,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Christensenellaceae,,,
MAG_342,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Pygmaiobacter,,
MAG_343,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_344,,,,,,,,,
MAG_345,,,,,,,,,
MAG_346,,,,,,,,,
MAG_347,,,,,,,,,
MAG_348,,,,,,,,,
MAG_349,,,,,,,,,
MAG_35,,,,,,,,,
MAG_350,Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,UBA3637,RGIG4140,RGIG4140 sp017467335,
MAG_351,Bacteria,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema_D,Treponema_D berlinense,
MAG_352,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA5905,,
MAG_353,,,,,,,,,
MAG_354,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,,,
MAG_355,,,,,,,,,
MAG_356,,,,,,,,,
MAG_357,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,QAMX01,RUG11797,RUG11797 sp015068345,
MAG_358,Bacteria,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,RGIG7179,,
MAG_359,,,,,,,,,
MAG_36,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_360,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_361,,,,,,,,,
MAG_362,,,,,,,,,
MAG_363,,,,,,,,,
MAG_364,,,,,,,,,
MAG_365,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_366,,,,,,,,,
MAG_367,,,,,,,,,
MAG_368,,,,,,,,,
MAG_369,Bacteria,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Longicatena,,
MAG_37,,,,,,,,,
MAG_370,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,UBA644,UBA644,,
MAG_371,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,UBA1740,,
MAG_372,,,,,,,,,
MAG_373,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_374,,,,,,,,,
MAG_375,,,,,,,,,
MAG_376,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1279,,
MAG_377,,,,,,,,,
MAG_378,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Bittarella,Bittarella massiliensis,
MAG_379,,,,,,,,,
MAG_38,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_380,,,,,,,,,
MAG_381,Bacteria,Bacteria,Firmicutes_A,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,,
MAG_382,Bacteria,Bacteria,Firmicutes_B,Dehalobacteriia,UBA4068,,,,
MAG_383,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,RGIG1893,RGIG1893 sp017397075,
MAG_384,Bacteria,Bacteria,Firmicutes_A,Clostridia,UBA1381,UBA1381,UBA4716,,
MAG_385,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Enterenecus,,
MAG_386,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,
MAG_387,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-382,SIG685,,
MAG_388,,,,,,,,,
MAG_389,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1081,,
MAG_39,,,,,,,,,
MAG_390,,,,,,,,,
MAG_391,Bacteria,Bacteria,Firmicutes,Bacilli,RF39,UBA660,Aphodocola,,
MAG_392,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_393,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,,,
MAG_394,,,,,,,,,
MAG_395,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,DTU089,,
MAG_396,,,,,,,,,
MAG_397,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,,
MAG_398,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_399,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,SIG332,,
MAG_4,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,,,
MAG_40,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_400,Bacteria,Bacteria,Firmicutes_A,Clostridia,UBA1381,UBA1381,RGIG9115,,
MAG_401,,,,,,,,,
MAG_402,,,,,,,,,
MAG_403,Bacteria,Bacteria,Firmicutes,Bacilli,RFN20,CAG-449,,,
MAG_404,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_405,,,,,,,,,
MAG_406,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-917,CAG-475,,
MAG_407,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,,
MAG_408,,,,,,,,,
MAG_409,,,,,,,,,
MAG_41,Bacteria,Bacteria,Firmicutes_A,Clostridia,Eubacteriales,Anaerofustaceae,,,
MAG_410,Bacteria,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_G,Clostridium_G cochlearium,
MAG_411,,,,,,,,,
MAG_412,Bacteria,Bacteria,Firmicutes_B,Dehalobacteriia,UBA4068,UBA5755,,,
MAG_413,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,RGIG1743,RGIG1743 sp017399105,
MAG_414,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA1242,,,
MAG_415,Bacteria,Bacteria,Firmicutes_A,Clostridia,UBA1381,UBA1381,UBA4716,,
MAG_416,,,,,,,,,
MAG_417,,,,,,,,,
MAG_418,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,UMGS1696,,
MAG_419,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_42,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1264,,
MAG_420,,,,,,,,,
MAG_421,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,,
MAG_422,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Pseudolachnospira,,
MAG_423,,,,,,,,,
MAG_424,,,,,,,,,
MAG_425,,,,,,,,,
MAG_426,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,Scatosoma sp017467265,
MAG_427,,,,,,,,,
MAG_428,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,RGIG3159,,
MAG_429,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAJOIG01,,
