Contig,Restriction sites,Length,Coverage,Self Contact
contig_53389,665,63910,87,
contig_5339,637,70082,43,
contig_53391,434,60310,185,
contig_53394,66,21092,237,
contig_53397,348,42627,22,
contig_53404,174,16382,41,
contig_53411,261,51355,81,
contig_53415,316,35059,15,
contig_53416,3046,485921,2640,
contig_53418,377,35810,34,
contig_53421,189,20983,21,
contig_53423,1030,89183,603,
contig_53428,581,77864,233,
contig_53434,197,15878,8,
contig_53435,669,75528,322,
contig_53436,374,41671,24,
contig_53439,3310,175594,26,
contig_53441,2417,143213,6385,
contig_53444,744,50416,2188,
contig_53445,1088,141017,280,
contig_53449,269,40104,55,
contig_53451,443,69079,176,
contig_53453,616,151855,101,
contig_53454,276,40021,71,
contig_5346,1518,114431,336,
contig_53461,265,24910,29,
contig_53465,2784,207482,584,
contig_53470,361,40580,46,
contig_53473,608,56474,87,
contig_53480,1012,123812,415,
contig_53484,1037,96861,281,
contig_53485,387,22444,75,
contig_53486,1025,118328,462,
contig_53488,691,79529,162,
contig_53493,368,28115,12,
contig_53495,210,20410,117,
contig_53498,655,54575,708,
contig_53499,803,129926,311,
contig_53500,527,28463,225,
contig_53508,804,80058,213,
contig_53510,872,102332,132,
contig_53514,490,55163,70,
contig_53520,568,59401,68,
contig_53523,113,20860,66,
contig_53526,476,75619,136,
contig_53528,305,107468,227,
contig_5353,1263,155694,82,
contig_53530,1073,98475,43,
contig_53534,657,176594,77172,
contig_53537,266,33726,30,
contig_5354,1104,123788,530,
contig_53540,1534,66292,16,
contig_53542,729,77942,305,
contig_53543,136,26907,182,
contig_53547,376,39586,55,
contig_53551,326,35477,63,
contig_53553,538,91327,212,
contig_53555,329,42645,25,
contig_53564,197,21550,8,
contig_53565,529,63814,408,
contig_53568,1811,227367,511,
contig_53569,815,72329,98,
contig_53571,492,45094,90,
contig_53572,184,23429,94,
contig_5358,4139,244232,957,
contig_53580,19,1875,29,
contig_53589,670,45074,27,
contig_53590,1283,124078,233,
contig_53595,289,43553,72,
contig_536,1024,79467,2,
contig_5360,6108,291100,184,
contig_53601,561,56216,70,
contig_53603,2052,187761,255,
contig_53606,538,30099,30,
contig_53607,316,45709,1673,
contig_53612,214,24533,37,
contig_53613,235,47250,188,
contig_53615,371,50751,69,
contig_53621,104,16176,146,
contig_53622,3121,209841,281,
contig_53625,194,27680,41,
contig_53628,505,26497,35,
contig_5363,2770,156814,73,
contig_53630,724,109939,265,
contig_53632,533,75368,169,
contig_53633,972,70858,41,
contig_53637,315,51889,105,
contig_53640,652,60073,25,
contig_53641,166,52366,57,
contig_53644,940,139849,269,
contig_5365,1882,106652,104,
contig_53655,487,35360,3,
contig_53658,1139,118230,132,
contig_53663,468,81390,92,
contig_53665,759,102007,385,
contig_53667,417,45650,65,
contig_5367,4820,279663,59,
contig_53672,149,25751,42,
contig_53673,686,85543,200,
contig_53675,621,90341,133,
contig_53679,490,87721,223,
contig_53684,1421,138687,199,
contig_53689,1826,108105,4751,
contig_5369,327,34385,164,
contig_53693,857,89610,122,
contig_53695,470,57512,44,
contig_53696,1468,132185,72,
contig_537,15162,1127709,2275,
contig_5370,14094,1365734,6245,
contig_53702,908,70543,58,
contig_53715,204,26340,24,
contig_53722,537,65561,200,
contig_53725,101,18461,3671,
contig_53728,740,85459,34,
contig_53738,531,44251,57,
contig_5374,4007,478425,150,
contig_53742,1745,166634,102,
contig_53746,287,23077,19,
contig_53747,176,35864,47,
contig_53750,409,44957,48,
contig_53752,102,17046,3016,
contig_53754,357,23326,139,
contig_53755,148,12310,874,
contig_53756,1715,134753,147,
contig_53757,341,45730,19,
contig_53760,710,92199,107,
contig_53763,422,73681,75,
contig_53764,978,122361,165,
contig_53769,278,24424,277,
contig_5377,12546,734617,574,
contig_53773,137,14234,386,
contig_53774,128,23832,34,
contig_53775,499,96767,484,
contig_53777,54,22263,94,
contig_53779,941,160169,458,
contig_53785,286,26950,35,
contig_53786,454,123728,208,
contig_53792,554,59454,68,
contig_53793,956,57385,41,
contig_53796,495,57973,134,
contig_53799,3190,395768,863,
contig_53800,728,82178,99,
contig_53809,402,60134,140,
contig_5381,2131,298019,607,
contig_53816,394,49692,131,
contig_53821,426,46075,76,
contig_53823,309,31440,113,
contig_53827,681,60483,7762,
contig_53829,466,59465,367,
contig_5383,2603,294017,167,
contig_53838,948,80725,758,
contig_53848,221,25448,34,
contig_53857,605,52344,50,
contig_53858,348,40231,162,
contig_53859,1041,124349,126,
contig_53873,531,85314,123,
contig_53877,208,20120,75,
contig_5388,660,52970,623,
contig_53887,327,30961,376,
contig_53888,324,54248,231,
contig_5389,8787,989532,15615,
contig_53890,366,52714,49,
contig_53895,503,64919,109,
contig_53896,317,39038,30,
contig_53898,325,47223,159,
contig_5390,247,20296,18,
contig_5391,1236,93661,790,
contig_53914,917,95922,87,
contig_53919,86,15478,131,
contig_53922,225,31710,227,
contig_53931,187,25399,43,
contig_53935,487,54921,30,
contig_53936,1360,121378,352,
contig_53941,272,34051,20,
contig_53944,160,17210,388,
contig_53946,1028,96218,60,
contig_53950,1295,125494,139,
contig_53951,436,34727,159,
contig_53952,439,56284,221,
contig_53958,222,38320,25,
contig_5396,2985,377543,1238,
contig_53965,408,33206,62,
contig_53968,351,48171,130,
contig_5397,3961,426248,2826,
contig_53970,307,48749,138,
contig_53972,109,14995,23,
contig_53974,892,108872,86,
contig_53976,409,60405,28,
contig_53978,158,20480,39,
contig_53979,598,80821,128,
contig_53989,1168,103572,98,
contig_53994,353,44803,41,
contig_53998,165,21612,52,
contig_54000,491,51380,44,
contig_54001,316,52187,58,
contig_54005,371,92353,184,
contig_54006,9296,1868854,6338,
contig_54007,1047,80230,109,
contig_54012,243,45763,84,
contig_54014,587,91388,92,
contig_54017,682,58524,22,
contig_54021,470,51202,51,
contig_54028,335,34124,118,
contig_54037,439,53908,37,
contig_54041,776,96422,149,
contig_54046,595,73755,155,
contig_54047,815,85168,130,
contig_54051,253,32614,90,
contig_54057,1087,128349,509,
contig_5406,5637,483631,9713,
contig_54062,924,103193,149,
contig_54070,666,70864,116,
contig_54071,205,54375,194,
contig_54072,321,34494,115,
contig_54078,806,106405,192,
contig_54079,255,38544,34,
contig_54080,2528,407488,1864,
contig_54081,1317,90719,68,
contig_54089,623,90505,223,
contig_54091,205,19029,12,
contig_54093,298,63242,18,
contig_54098,103,34737,80,
contig_54099,676,62355,27,
contig_54104,356,79473,159,
contig_54107,1044,120010,62,
contig_5411,931,103886,136,
contig_54111,376,42080,59,
contig_54112,448,55202,102,
contig_54113,1008,110665,102,
contig_54114,260,41431,30,
contig_54118,172,57417,155,
contig_5412,1872,195908,767,
contig_54120,647,71711,89,
contig_54121,833,87514,116,
contig_54128,120,24747,285,
contig_54131,648,41560,75,
contig_54134,1546,239101,1901,
contig_54135,320,58048,17,
contig_54136,521,41768,62,
contig_54138,797,94051,139,
contig_54139,454,49388,68,
contig_54140,1017,129865,311,
contig_54145,471,70926,356,
contig_54151,409,54236,97,
contig_54153,531,77023,120,
contig_54159,703,118011,565,
contig_5416,1759,174967,1726,
contig_54160,286,43659,41,
contig_54162,809,131123,200,
contig_54163,225,31567,27,
contig_54164,1742,165403,153,
contig_54165,619,87360,77,
contig_54169,9,1724,1807,
contig_5417,1318,142962,136,
contig_54170,581,65468,184,
contig_54171,440,62260,1680,
contig_54172,21134,2514198,68783,
contig_54174,764,66638,76,
contig_54175,874,106506,1605,
contig_54176,1015,91715,561,
contig_54180,163,16020,152,
contig_54181,433,43211,434,
contig_54182,40,9967,492,
contig_54186,6160,347036,1150,
contig_54190,1989,123760,326,
contig_54193,698,111012,885,
contig_54196,1009,124046,271,
contig_54197,4090,406754,736,
contig_5420,1261,180468,109,
contig_54202,892,122230,261,
contig_54203,9873,941862,1206,
contig_54205,728,48460,2921,
contig_54206,213,25598,1990,
contig_54212,1058,63097,44,
contig_54214,513,63914,1257,
contig_54215,8476,852281,2554,
contig_54216,1030,113017,56,
contig_54218,1017,118882,100,
contig_54219,2165,198726,352,
contig_54222,21625,2948167,30947,
contig_54225,465,89528,184,
contig_54226,1979,237888,1303,
contig_54227,3318,594740,1148,
contig_5424,511,39774,43,
contig_54243,423,54621,1499,
contig_54247,1801,235770,2064,
contig_54248,14806,2003242,13306,
contig_54251,576,81464,1115,
contig_54252,317,39504,116,
contig_54257,1232,165469,166,
contig_54261,865,75995,446,
contig_54268,6852,408461,802,
contig_54270,637,43322,102,
contig_54277,2075,279928,1878,
contig_54278,3056,534615,1120,
contig_54284,325,46736,1412,
contig_5429,896,90563,152,
contig_54290,751,52485,35,
contig_54296,4297,336666,285,
contig_54302,509,69032,2861,
contig_54303,416,69150,968,
contig_54305,8059,456655,683,
contig_54306,1425,140520,147,
contig_54314,520,34458,283,
contig_54315,1523,221481,657,
contig_54323,3001,435130,902,
contig_54328,2342,263271,197,
contig_54329,338,52164,941,
contig_54330,310,46387,207,
contig_54331,190,27529,64,
contig_54335,975,90168,220,
contig_54337,901,97774,79,
contig_54338,2692,393606,3369,
contig_54339,288,43930,526,
contig_54341,4857,515210,5064,
contig_54342,1132,113203,917,
contig_54343,4693,387004,1173,
contig_54348,1054,107001,82,
contig_54349,672,102338,334,
contig_54350,527,79429,244,
contig_54351,1502,157585,305,
contig_54356,1168,258514,462,
contig_5436,5885,395698,190,
contig_54360,618,103421,481,
contig_54362,684,54578,347,
contig_54364,625,192016,179,
contig_54367,1079,154591,191,
contig_54369,275,31869,82,
contig_54374,19,2319,56,
contig_54376,282,33226,53,
contig_54377,800,130313,233,
contig_54381,1257,171621,282,
contig_54382,858,80014,142,
contig_54390,445,60180,167,
contig_54393,1221,173936,123,
contig_54394,3650,354171,542,
contig_54396,1683,210720,781,
contig_5440,2914,199436,133,
contig_54400,1964,199653,686,
contig_54401,212,29570,394,
contig_54402,6717,679373,650,
contig_54416,469,45987,95,
contig_54419,578,66864,194,
contig_54420,697,71763,221,
contig_54425,100,40075,384,
contig_54426,90,13859,26,
contig_54434,6578,593008,1540,
contig_5444,503,65173,158,
contig_54442,1139,84189,2670,
contig_54443,7725,914041,7866,
contig_54445,7462,856960,1368,
contig_54446,702,86379,156,
contig_54447,4329,552032,8135,
contig_54448,263,84549,930,
contig_54449,161,27138,29,
contig_5445,593,58251,1758,
contig_54450,341,56697,40,
contig_54451,329,46754,57,
contig_54455,720,44233,35,
contig_54458,3004,176588,57,
contig_54459,3447,348976,1048,
contig_54460,2169,217825,79,
contig_54461,314,39596,280,
contig_54465,294,19131,36,
contig_54467,16057,1490146,6510,
contig_54470,539,37166,80,
contig_54472,5587,538515,928,
contig_54474,658,56018,162,
contig_54475,2080,249401,442,
contig_54480,1404,86145,204,
contig_54481,620,31582,29,
contig_54482,343,44178,117,
contig_54483,1061,120056,1893,
contig_54494,7765,947766,9942,
contig_54496,15400,1986281,35208,
contig_54497,179,9187,18,
contig_54498,4995,545413,923,
contig_54499,883,100376,341,
contig_54501,189,29690,512,
contig_54510,9676,870141,11781,
contig_54511,3256,457975,3309,
contig_54512,330,49711,41,
contig_54517,1333,212353,308,
contig_54518,11714,1433213,12645,
contig_54519,16283,1975680,12924,
contig_54521,31791,3011110,57892,
contig_54525,1813,182644,221,
contig_54526,3154,337465,637,
contig_54532,296,29322,1619,
contig_54537,2142,198940,364,
contig_54542,96,23035,34,
contig_54545,290,70544,180,
contig_54546,6170,515934,575,
contig_54548,1982,234973,454,
contig_5455,981,117530,42,
contig_54552,1917,113294,103,
contig_54553,2019,244406,224,
contig_54555,444,63578,97,
contig_54558,11539,2214687,8162,
contig_54559,307,50980,117,
contig_54562,395,47196,92,
contig_54564,1055,61459,52,
contig_54565,1662,94561,45,
contig_54566,501,45022,82,
contig_54567,6518,635396,6773,
contig_54570,457,47753,94,
contig_54575,12276,1124101,6185,
contig_54578,2155,404582,5582,
contig_54580,847,201671,502,
contig_54587,2048,207958,817,
contig_54589,1292,184287,1036,
contig_54603,299,37597,7,
contig_54605,4680,419318,4631,
contig_54606,5886,607362,1091,
contig_54607,1052,139051,1035,
contig_54609,2149,166326,141,
contig_54610,256,31021,107,
contig_54611,1010,158462,384,
contig_54613,430,48424,141,
contig_54614,234,27459,751,
contig_54619,6028,1035091,15732,
contig_54623,2102,244918,1645,
contig_54624,1295,163615,226,
contig_54625,327,61218,268,
contig_54626,160,16174,20,
contig_54627,343,43834,38,
contig_54629,647,81333,239,
contig_54632,564,54596,85,
contig_54636,805,58236,139,
contig_54642,1144,78819,27,
contig_54645,461,58487,10709,
contig_54646,470,63226,19000,
contig_54647,567,74990,164,
contig_54650,412,40785,44,
contig_54654,1079,172072,321,
contig_54661,531,56128,106,
contig_54662,1541,178124,223,
contig_54664,132,26682,23,
contig_54665,235,37930,247,
contig_54666,692,90163,182,
contig_54669,1078,68064,65,
contig_54670,270,41390,71,
contig_54673,14856,1317621,32118,
contig_54674,5867,550642,23866,
contig_54675,1970,163343,4170,
contig_54677,13249,1258379,3345,
contig_54680,838,250303,1588,
contig_54681,9719,1062137,1803,
contig_54684,3747,386282,2006,
contig_54685,448,34906,314,
contig_54686,616,73450,201,
contig_54688,3560,252991,209,
contig_54689,339,36793,58,
contig_5469,674,236985,535,
contig_54694,365,44709,1239,
contig_54695,5526,1069653,17597,
contig_54696,8461,1017788,21521,
contig_54697,629,100199,380,
contig_54699,1544,138666,156,
contig_5470,8623,518079,245,
contig_54700,133,15784,2249,
contig_54701,84,11066,113,
contig_54703,217,47544,83,
contig_54704,13872,1520589,2779,
contig_54707,2708,337780,29478,
contig_54708,2480,261449,276,
contig_54715,3873,305477,291,
contig_54716,630,81332,229,
contig_54718,1167,108480,15,
contig_54720,2105,198343,264,
contig_54722,787,100500,550,
contig_54726,1439,227467,279,
contig_54727,351,38981,83,
contig_54731,405,57991,1941,
contig_54733,217,49809,113,
contig_54736,272,36953,42,
contig_54739,720,97469,291,
contig_5474,145,34835,23,
contig_54741,3292,279052,474,
contig_54743,14569,1448122,3520,
contig_54744,3963,369598,682,
contig_54758,1418,300102,998,
contig_54759,1121,120001,403,
contig_54762,13851,2208747,33338,
contig_54763,3735,770075,3473,
contig_54764,973,130512,261,
contig_54766,1142,121757,203,
contig_54769,411,46796,131,
contig_54774,1519,174402,428,
contig_54777,1563,81763,21,
contig_54780,1022,109803,117,
contig_54781,996,103262,95,
contig_54782,4345,463540,6670,
contig_54790,2146,133907,757,
contig_54791,1714,104225,20,
contig_54793,122,26021,44,
contig_54794,664,65738,107,
contig_54796,928,95752,127,
contig_54802,324,46074,238,
contig_54805,432,102176,470,
contig_54806,781,69098,76,
contig_54811,798,146446,233,
contig_54812,1343,131989,277,
contig_54814,806,94298,2057,
contig_54815,3039,342460,2052,
contig_54816,763,120790,355,
contig_54817,939,117428,781,
contig_54818,6078,799883,3238,
contig_54819,2644,274000,731,
contig_54820,1200,174846,651,
contig_54823,2518,295133,139,
contig_54826,1839,232852,1268,
contig_54830,2819,434973,490,
contig_54832,829,91463,99,
contig_54837,970,117254,348,
contig_54839,287,52324,1103,
contig_54842,2660,238811,362,
contig_54843,2913,224418,326,
contig_54844,4715,358016,245,
contig_54845,2443,154011,146,
contig_54846,5597,475100,1329,
contig_54848,1610,83471,51,
contig_54851,261,41606,173,
contig_54855,4502,381674,298,
contig_54863,3655,459379,5036,
contig_54864,359,47479,100,
contig_54865,1056,276272,786,
contig_54866,361,49876,9,
contig_54867,194,29403,72,
contig_54868,430,38574,25,
contig_5487,193,9637,1035,
contig_54878,2821,140458,112,
contig_5488,4918,326534,78563,
contig_54881,7379,720358,2169,
contig_54882,1922,214007,1349,
contig_54884,1349,208132,692,
contig_54885,883,92102,30,
contig_54888,506,81890,281,
contig_54889,1093,61213,834,
contig_5489,175,9694,6,
contig_54891,343,42686,1317,
contig_54895,219,22013,151,
contig_54896,2003,274860,2242,
contig_54899,271,43275,155,
contig_54900,1141,118034,265,
contig_54901,4152,874983,3202,
contig_54908,10350,1355634,4233,
contig_54909,2992,369265,1145,
contig_54910,1791,241699,605,
contig_54911,2103,258839,199,
contig_54912,2243,249353,1390,
contig_54913,10778,1361106,11670,
contig_54914,291,34451,1,
contig_54915,2725,232652,524,
contig_54916,1240,82482,357,
contig_54918,162,47261,6433,
contig_54920,578,54736,198,
contig_54924,272,32934,68,
contig_54932,1049,126881,860,
contig_54934,1914,240614,1244,
contig_54935,4150,350654,520,
contig_54936,13,2714,510,
contig_54943,1951,143221,529,
contig_54951,2104,200994,586,
contig_54952,212,26573,18,
contig_54953,619,97488,220,
contig_54954,174,32922,169,
contig_54957,4539,350798,1887,
contig_54958,760,103736,250,
contig_54960,414,57143,116,
contig_54962,2503,128885,166,
contig_54963,2691,178581,403,
contig_5497,4574,668761,3061,
contig_54971,69,8148,224,
contig_54972,1577,296376,579,
contig_54973,433,67535,401,
contig_54975,3503,420927,776,
contig_54977,1192,207836,451,
contig_54978,1077,72685,116,
contig_54979,491,57092,73,
contig_5498,479,44045,11,
contig_54981,2325,330920,1302,
contig_54984,83,15010,3946,
contig_5499,26856,2911908,69811,
contig_54991,386,49184,51,
contig_54992,6218,317133,3820,
contig_54994,145,44582,96,
contig_54996,637,68891,62,
contig_54997,587,62045,500,
contig_55,1460,185539,24,
contig_5500,3276,283466,6575,
contig_55000,7763,463730,160,
contig_55001,974,67791,137,
contig_55002,1062,63050,42,
contig_55003,249,21136,27,
contig_55004,1089,170334,930,
contig_55007,532,54970,257,
contig_55025,209,32694,443,
contig_55026,20987,1327290,17303,
contig_55027,1813,159917,3613,
contig_55028,171,8810,24,
contig_55030,11,3832,5605,
contig_55032,1261,132991,563,
contig_55033,55,12178,103,
contig_55034,262,103024,1104,
contig_55036,267,46421,49,
contig_55041,445,61491,251,
contig_55044,419,50024,109,
contig_55045,166,26118,1176,
contig_55046,718,113205,274,
contig_55047,2754,535747,1659,
contig_55048,231,30739,4122,
contig_55049,784,88262,92,
contig_55050,716,44906,27,
contig_55053,610,36376,2745,
contig_55055,9852,1168805,1754,
contig_55057,1429,244392,867,
contig_55060,9618,1139795,2908,
contig_55061,1061,108960,631,
contig_55062,3572,340755,1718,
contig_55063,704,87910,356,
contig_55064,4103,590339,2459,
contig_55065,598,64443,211,
contig_55066,983,89100,173,
contig_55067,5332,582484,1496,
contig_55075,888,130292,111,
contig_55076,3458,413989,1667,
contig_55077,489,84818,718,
contig_55078,728,89775,142,
contig_55079,543,85149,156,
contig_55080,1162,164242,734,
contig_55083,484,68895,89,
contig_55084,145,25200,55,
contig_55085,812,99375,939,
contig_55090,2784,325947,2508,
contig_55096,494,63520,871,
contig_55097,5613,700771,5028,
contig_55098,2727,306361,1194,
contig_55099,11579,1036115,4069,
contig_55100,4492,492203,17648,
contig_55101,4034,531390,9071,
contig_55102,655,81069,2714,
contig_55106,1101,225749,471,
contig_55107,2550,261292,406,
contig_55111,213,68405,205,
contig_55113,1527,158304,3432,
contig_55115,9295,872297,3402,
contig_55116,438,54355,55,
contig_55122,1399,162751,128,
contig_55123,948,102789,387,
contig_55124,937,119383,1057,
contig_55126,1383,150542,756,
contig_55130,298,35309,629,
contig_55131,1656,186876,2562,
contig_55133,1900,241523,234,
contig_55136,972,115426,250,
contig_55137,480,25342,12,
contig_55138,4386,426874,636,
contig_55139,503,52309,98,
contig_5514,6554,870968,660,
contig_55142,898,106370,1486,
contig_55146,1809,161426,238,
contig_55153,5507,477865,519,
contig_5516,364,89675,142,
contig_55160,1141,123021,351,
contig_55165,1726,105513,493,
contig_55166,299,30787,371,
contig_55168,454,32190,73,
contig_55169,2412,213548,682,
contig_5517,1399,138554,246,
contig_55170,2057,246082,412,
contig_55171,669,59645,83,
contig_55172,954,141397,1353,
contig_55173,171,27307,9,
contig_55174,582,70823,85,
contig_55175,4546,462224,1319,
contig_55184,743,144829,5840,
contig_55185,460,56040,123,
contig_5519,537,75487,73,
contig_55193,2442,215579,4055,
contig_55202,12966,1526602,35375,
contig_55204,194,41890,8,
contig_55205,1010,135327,1850,
contig_5521,10720,1088954,1926,
contig_55218,481,40380,44,
contig_55227,2236,352429,743,
contig_55228,387,49609,42,
contig_55230,1126,150188,830,
contig_55231,2415,232795,1370,
contig_55232,158,24400,16,
contig_55233,775,129360,1270,
contig_55234,584,95837,282,
contig_55239,371,52288,93,
contig_55246,1523,181234,270,
contig_55247,116,14000,97,
contig_55248,470,58646,127,
contig_5527,948,80541,371,
contig_55271,8987,1128284,8984,
contig_55273,185,16459,55,
contig_55275,1656,167040,236,
contig_55276,333,44376,18,
contig_55277,271,34973,285,
contig_55278,2224,157433,67,
contig_55279,1759,436050,3744,
contig_55283,1502,90125,34,
contig_55285,625,40108,87,
contig_55289,2224,267243,1299,
contig_55291,882,114113,86,
contig_55293,319,41875,161,
contig_55297,428,35779,163,
contig_55301,367,80359,6968,
contig_55302,768,135717,1952,
contig_55322,2307,225069,79,
contig_55323,2804,222917,234,
contig_55324,447,72059,78,
contig_55326,48,9716,76,
contig_55329,619,77701,347,
contig_5533,3263,286029,345,
contig_55333,1004,220495,563,
contig_55334,298,40125,75,
contig_55335,638,104159,151,
contig_55340,855,88539,288,
contig_55342,1756,233233,272,
contig_55343,1979,263734,3547,
contig_55344,1543,224083,845,
contig_55345,485,106834,262,
contig_55347,599,103984,671,
contig_55348,444,75476,155,
contig_55349,273,46449,128,
contig_55351,508,72371,135,
contig_55358,1070,145521,173,
contig_55363,1536,190992,272,
contig_55367,4287,452063,721,
contig_55370,779,96743,82,
contig_55373,2654,163594,126,
contig_55374,196,34461,104,
contig_55375,706,118324,165,
contig_55376,90,12232,9,
contig_55381,11076,1264653,2832,
contig_55397,1974,288503,412,
contig_55398,613,66192,149,
contig_55399,3533,306487,310,
contig_554,131,66904,127409,
contig_5540,223,30793,20,
contig_55400,770,224073,1496,
contig_55402,2289,185145,159,
contig_55403,219,32363,96,
contig_55404,13860,1402051,2713,
contig_55405,634,61458,32,
contig_55409,3070,381202,592,
contig_5541,167,60058,494,
contig_55410,618,111556,55,
contig_55411,1449,86698,276,
contig_55415,5960,1428545,37337,
contig_55416,729,86577,206,
contig_55418,6755,721593,12562,
contig_55422,522,31719,24,
contig_55424,573,64893,5104,
contig_55428,856,141506,424,
contig_55436,115,15936,16,
contig_55438,4011,398223,489,
contig_55439,446,57396,23,
contig_55441,446,76164,281,
contig_55442,1336,81913,15338,
contig_55445,1411,108862,692,
contig_55446,1198,124321,471,
contig_55448,623,83785,284,
contig_55449,327,41182,55,
contig_55450,3863,540770,53756,
contig_55451,19807,2000414,5231,
contig_55453,1862,298247,2155,
contig_55454,1381,186242,197,
contig_55455,634,40983,201,
contig_55458,142,17294,27,
contig_5546,482,44380,108,
contig_55461,11385,1141537,667,
contig_55469,323,31564,55,
contig_5547,6784,918350,8069,
contig_55470,351,58169,203,
contig_55474,562,61044,136,
contig_55480,291,37427,50,
contig_55482,1171,68162,29,
contig_55488,480,82280,574,
contig_5549,4237,558964,3442,
contig_55492,4925,526066,805,
contig_55494,5639,365348,970,
contig_55496,12676,1534598,7474,
contig_55499,659,91555,82,
contig_55501,987,149569,170,
contig_55503,954,54557,16,
contig_55504,706,83770,166,
contig_55509,7500,706985,1021,
contig_5551,516,77802,88,
contig_55515,469,49506,385,
contig_55516,2648,243192,301,
contig_55518,459,78377,330,
contig_55519,1059,94781,288,
contig_5552,439,55469,127,
contig_55524,377,39174,22,
contig_55525,1305,260958,621,
contig_55526,9367,1125719,7663,
contig_55527,10385,2159057,5603,
contig_55529,1070,189020,309,
contig_55530,14810,1458659,5733,
contig_55533,2198,218332,242,
contig_55534,395,62087,249,
contig_55535,527,68228,4299,
contig_55536,280,28865,196,
contig_55539,1212,160320,577,
contig_55542,934,108593,227,
contig_55546,809,95789,74,
contig_55547,571,45103,498,
contig_55548,916,99478,131,
contig_55555,406,40920,143,
contig_5556,7752,1120095,15782,
contig_55567,1091,153983,839,
contig_55568,539,79822,112,
contig_5557,4622,672736,6909,
contig_55570,1072,197237,91,
contig_55572,1988,357084,2490,
contig_55573,935,135973,475,
contig_55574,441,71580,1003,
contig_55576,1118,201430,137,
contig_55583,348,34212,165,
contig_55584,303,31359,166,
contig_55586,260,47600,157,
contig_55587,436,75515,500,
contig_5559,149,16842,21,
contig_55592,600,99990,186,
contig_55596,9761,499998,651,
contig_55597,2457,310447,316,
contig_55598,1168,153313,160,
contig_55599,142,16215,36,
contig_55603,8805,1014358,10250,
contig_55605,776,85862,480,
contig_55606,228,32762,244,
contig_5561,1042,152883,296,
contig_55615,1144,62837,57,
contig_55622,255,74476,215,
contig_55629,258,56574,2100,
contig_55632,18110,2844343,7107,
contig_55634,1030,86101,205,
contig_55636,5038,468843,807,
contig_55637,15634,1464589,32389,
contig_55638,2907,270426,933,
contig_55644,1309,173349,365,
contig_55645,836,106026,474,
contig_55646,365,50134,70,
contig_5565,1168,180131,488,
contig_55654,2588,308513,1543,
contig_55656,1845,276792,392,
contig_55658,12493,1897637,5802,
contig_55661,2807,587212,3289,
contig_55665,184,31265,48,
contig_55666,365,57054,125,
contig_5567,181,27027,5,
contig_55671,977,117158,257,
contig_55675,4623,453178,846,
contig_55677,223,21727,45,
contig_55678,705,65511,300,
contig_5568,152,19049,55,
contig_55683,1466,317592,2102,
contig_55686,243,24642,316,
contig_55688,861,122001,113,
contig_5569,75,9877,43,
contig_55691,288,79814,511,
contig_55693,700,53876,43,
contig_55695,164,12617,20,
contig_55697,806,49556,1344,
contig_5570,476,55405,69,
contig_55700,266,37386,50,
contig_55703,494,45684,213,
contig_55707,2493,325063,3444,
contig_55708,151,18506,15,
contig_55709,3096,406414,3557,
contig_55712,1758,187478,249,
contig_55717,430,39602,99,
contig_5572,328,38730,396,
contig_55721,502,56533,1539,
contig_55724,681,103744,175,
contig_55727,341,45168,80,
contig_55740,890,85191,441,
contig_55744,1637,135069,191,
contig_55750,5117,352752,590,
contig_55751,1002,133931,725,
contig_55752,398,69318,63,
contig_55753,1325,140715,507,
contig_55754,287,13540,13,
contig_55757,2572,254220,202,
contig_55759,87,20784,5993,
contig_5576,129,14092,23,
contig_55763,264,38001,217,
contig_55765,2379,228763,222,
contig_55773,1616,166236,229,
contig_55775,1235,165031,285,
contig_55782,450,53670,301,
contig_55788,7829,1035029,5846,
contig_55791,568,86796,46,
contig_55795,735,85926,183,
contig_55796,3199,284401,657,
contig_55797,300,48597,148,
contig_55798,7374,694392,1915,
contig_55799,448,69603,133,
contig_5580,823,96345,92,
contig_55802,308,44681,90,
contig_55803,602,84638,194,
contig_55805,485,68841,62,
contig_55806,2911,274667,225,
contig_55808,662,57776,64,
contig_55823,216,13531,1,
contig_55828,720,64873,100,
contig_55829,1368,175857,134,
contig_55832,442,47571,94,
contig_55840,6168,907941,1919,
contig_55843,1142,158537,213,
contig_55848,1581,96231,87,
contig_55849,33043,1864994,1431,
contig_55850,8296,877277,9440,
contig_55851,993,114302,1600,
contig_55853,2491,294519,5023,
contig_55854,11828,775543,1085,
contig_55857,2709,358292,2642,
contig_55858,3998,314883,304,
contig_55860,3354,166449,56,
contig_55863,324,66611,879,
contig_55872,269,34228,39,
contig_55876,5939,603397,475,
contig_55878,5356,552884,268,
contig_55879,856,86331,60,
contig_55880,1044,111529,134,
contig_55883,2475,245781,198,
contig_55888,446,51094,243,
contig_55892,1491,123092,182,
contig_55893,602,117343,638,
contig_55894,479,58756,68,
contig_55904,326,50037,185,
contig_55906,1517,150742,675,
contig_55907,1416,221417,484,
contig_55911,1583,197978,499,
contig_55918,601,77233,192,
contig_55921,216,23125,21,
contig_55922,4494,586903,267,
contig_55923,2244,202385,288,
contig_55928,247,29495,55,
contig_55931,4513,698411,1323,
contig_55932,269,40077,41,
contig_55941,7888,1001934,3024,
contig_55943,216,41744,137,
contig_55944,590,114510,1126,
contig_55950,814,88748,110,
contig_55953,926,98074,112,
